epoch,alpha,task_loss,cons_loss,coh_loss,total_loss,mean_s,mean_mu,drift_real
13,1.0000765198629753,0.1204054647778708,0.8493998868762164,0.001275307366425312,0.5457430618991916,0.9026227678571429,0.7139417335395928,0.06957399097365483
14,1.0000765198629753,0.11547949170309399,0.7908310454812517,0.0014119332936170347,0.5116009810905283,0.8696986607142857,0.6961986691427573,0.07481620022388812
15,1.0000765198629753,0.1109090120830233,0.7967291557656777,0.0013844594369373075,0.5099658196843309,0.8744419642857143,0.6994767896541007,0.08003416053183934
16,1.0000765198629753,0.11646564544193329,0.7977971299340548,0.001395714807445391,0.5160620678126834,0.8736049107142857,0.6983133945292913,0.0852261806860068
17,1.0037253143028246,0.10979904417007691,0.7717692763228822,0.0014471400598665596,0.4964072523614513,0.8599330357142857,0.6914343722237607,0.09039057788244331
18,1.0037253143028246,0.103756345718626,0.7386810844930671,0.0015225841464653947,0.4738581800383923,0.8415178571428571,0.6815793819006216,0.09552567827017593
19,1.0037253143028246,0.11473667931935146,0.7969539440325557,0.0013931340017571483,0.5139102183365079,0.8736049107142857,0.6985485933729269,0.10062981749372359
20,1.0037253143028246,0.11517075553772939,0.8010685263275659,0.0013844235425633919,0.5163972304727941,0.8758370535714286,0.6996926136514633,0.10570134123253726
21,1.0037253143028246,0.10787055121527779,0.7608061558495893,0.001472597712487667,0.48900992799631626,0.8537946428571429,0.6881072985466103,0.11073860573718759
22,1.0037253143028246,0.11330645848834324,0.7697910369973524,0.001462574496226865,0.4989332642351329,0.8577008928571429,0.6896366305478534,0.11573997836212631
23,1.0066513239951989,0.10771258641803073,0.7477827769819688,0.0015075866440769168,0.4823577682310536,0.8459821428571429,0.6836661372218689,0.1207038380948488
24,1.0066513239951989,0.10321473136780754,0.7302372904197584,0.001544898331720466,0.469105825743547,0.8364955357142857,0.6787321667887832,0.12562857608128608
25,1.0066513239951989,0.10491397918216765,0.7050401569649593,0.00162289857681094,0.4582455069530528,0.8203125,0.668953604451767,0.13051259614725624
26,1.0066513239951989,0.11435135856507317,0.7388823575707761,0.0015524820261436157,0.48456877836353307,0.8384486607142857,0.6782746133938494,0.135354315315806
27,1.0066513239951989,0.1026857600136409,0.6338588028438122,0.0018373950810587774,0.42053385897607637,0.7751116071428571,0.641734818953202,0.14015216432027502
28,1.0066513239951989,0.10487841167147198,0.7055975459082494,0.0016219613705434927,0.45848816531086845,0.8205915178571429,0.6690552108238704,0.1449045881129165
29,1.0128124649484356,0.10972747318328373,0.6735362204988405,0.0017344419335657542,0.4473628043994869,0.7985491071428571,0.6550055945450216,0.14961004636890896
30,1.0128124649484356,0.10098255218021453,0.6496511776686416,0.0017823159383533846,0.426699298983712,0.7859933035714286,0.6487946491266398,0.1542670139855966
31,1.0128124649484356,0.09741203187003968,0.6873261869690436,0.001654256344363839,0.4419022535267434,0.8113839285714286,0.664657898837448,0.15887398157679564
32,1.0162675160422359,0.1039002506316654,0.6639156130731471,0.001745361820311944,0.4367307380783949,0.7943638392857143,0.6534190878447914,0.1634294559620066
33,1.0166610734518933,0.11035809713696676,0.7078377272052662,0.001631440284042698,0.4650926808816212,0.8203125,0.6681430006961312,0.16793196065037447
34,1.0185147666035728,0.09753995138501363,0.6400814865338378,0.0018008237941911115,0.4184811065490281,0.7809709821428571,0.6461908729268383,0.17238003631923948
35,1.0204926749154308,0.10260132804749503,0.6749078524657012,0.0017071518316648295,0.440908830196178,0.8018973214285714,0.658233120441348,0.17677224128712293
36,1.0204926749154308,0.1016932121155754,0.6375384990295899,0.0018222400013595068,0.42137358163105015,0.7779017857142857,0.6436639312162574,0.1811071519809961
37,1.0204926749154308,0.10675945705837674,0.652544120685271,0.0017906413730198252,0.4339268380875222,0.7859933035714286,0.6478593128603468,0.1853833633976792
38,1.021075526430509,0.10323216998387896,0.6006896214042999,0.001948565431796067,0.404551263401927,0.7527901785714286,0.6276872335693103,0.18959948955922193
39,1.021075526430509,0.104421628921751,0.6137713407955359,0.001908706686961715,0.4122616526629998,0.7611607142857143,0.6327579500105485,0.19375416396211795
40,1.021075526430509,0.10270021953280009,0.6372642779546985,0.001826979463326003,0.4222458482418123,0.77734375,0.6431618755738252,0.1978460400202068
41,1.021075526430509,0.10557206895616322,0.6002733163081506,0.001957627158035448,0.4066875406892563,0.7516741071428571,0.6266061250539864,0.20187379150112086
42,1.021075526430509,0.10554514809260292,0.6333477738128818,0.0018484186940827688,0.4231432443460852,0.7737165178571429,0.640350713388331,0.20583611295613527
43,1.021075526430509,0.10938698420448908,0.6298712248036463,0.0018726998399517768,0.42525894652628815,0.7700892857142857,0.6375411257961036,0.2097317201432812
44,1.021075526430509,0.11526023743644591,0.5927278141117357,0.0020167464092444463,0.412632517696936,0.7427455357142857,0.6191501888395846,0.2135593504435865
45,1.021075526430509,0.11025847904265873,0.5677888800555213,0.00208438865207754,0.39519511339645813,0.7276785714285714,0.6104837468949865,0.21731776327030725
46,1.0226487103658715,0.1111613997202071,0.5777308574759482,0.002055607571519017,0.4010546322439407,0.7340959821428571,0.6144548335989413,0.2210057404710187
47,1.0246569631639868,0.09998891436864459,0.6068288996973108,0.0019175521386756973,0.40436214028663786,0.7580915178571429,0.6315827382984537,0.22462208672243522
48,1.0246569631639868,0.10398221212720114,0.5421793814187214,0.0021537648343767785,0.37614878525375023,0.7123325892857143,0.6017066597778079,0.22816562991783038
49,1.0246569631639868,0.11300629630921381,0.5509118323323888,0.0021539754255243,0.3895392001881704,0.71484375,0.6016761750414557,0.23163522154693283
50,1.0246569631639868,0.11359310574001737,0.5321173612159141,0.002221295557153138,0.380762434126551,0.7014508928571429,0.592872295573736,0.23502973706817407
51,1.0264721382952717,0.11061611599392362,0.5695973990998379,0.002079765508738504,0.3964546982982118,0.7287946428571429,0.6111258613354816,0.23834807627316726
52,1.0264721382952717,0.11222137693374876,0.5365258067820077,0.0022019987834037695,0.3815852797164545,0.705078125,0.5954931520818871,0.24158916364330002
53,1.0264721382952717,0.11741717626178073,0.5495323628779687,0.002172714301098578,0.39326971485131434,0.7120535714285714,0.5989877135800087,0.24475194869832428
54,1.0264721382952717,0.11169073437887525,0.5338258433173195,0.0022099022874581416,0.3797086071812641,0.7034040178571429,0.5944839536843577,0.2478354063368312
55,1.0264721382952717,0.11596799093579488,0.5531125538835581,0.0021575781416204795,0.39360305694838416,0.7151227678571429,0.6013030854999667,0.2508385371685006
56,1.0264721382952717,0.10583858913845487,0.46802281377283056,0.0024322929241348628,0.34106614248693756,0.6584821428571429,0.5658574407016966,0.2537603678380164
57,1.0264721382952717,0.1116676282125806,0.5156497170519072,0.0022730690651423264,0.37062902127110536,0.6905691964285714,0.5860714595119154,0.2565999513405449
58,1.0264721382952717,0.1073635961139013,0.5137112004582798,0.002268968336320266,0.3653536805112013,0.6908482142857143,0.5870594684169295,0.2593563673286714
59,1.0264721382952717,0.11075787741040426,0.47217641604062077,0.002428077505715875,0.3480601241835726,0.6595982142857143,0.5656987069933007,0.2620287224106971
60,1.0264721382952717,0.1059166996062748,0.526235708042092,0.00221748149995333,0.3701432943772975,0.7003348214285714,0.593536196255274,0.2646161504401999
61,1.0264721382952717,0.11029517279730904,0.5200134233006877,0.002254540784588367,0.3714291548399471,0.6941964285714286,0.5887277186783307,0.2671178127967641
62,1.0264721382952717,0.11532232617575025,0.50077217827944,0.0023436727090954557,0.3668802516700179,0.6782924107142857,0.5772726724788321,0.2695328986577881
63,1.0264721382952717,0.10414395529126365,0.5272287062372847,0.002208099054801319,0.36886235793730665,0.7017299107142857,0.5947751475167429,0.2718606252612837
64,1.0264721382952717,0.11538881089952258,0.47761749161942063,0.002426902064141537,0.35541100774130363,0.6615513392857143,0.5661781127600809,0.2741002381595791
65,1.0264721382952717,0.1086033727252294,0.5203261266976532,0.0022494120667544523,0.36989114210743324,0.6950334821428571,0.5895680673175289,0.2762510114638463
66,1.0264721382952717,0.11649245731414312,0.5160909237638632,0.002288505910099353,0.3756821721511244,0.6888950892857143,0.5840905442288049,0.278312248079371
67,1.0264721382952717,0.11737350706070189,0.5091826453360526,0.002315554147156006,0.3731226068023062,0.68359375,0.580432709261333,0.28028327993149066
68,1.0264721382952717,0.1175093466138083,0.5011388064258513,0.002346502106873301,0.36925200088017057,0.677734375,0.5765183316961381,0.2821634681821264
69,1.0264721382952717,0.11955064561631945,0.5167632829794155,0.002297749521871702,0.37908116186696306,0.6880580357142857,0.5829629844791427,0.28395220343683913
70,1.0264721382952717,0.11616522894965278,0.47488650970037893,0.0024453705123085763,0.35483116905599654,0.6590401785714286,0.5642935224205503,0.28564890594234266
71,1.0264721382952717,0.11841346619621154,0.4696763009305807,0.0024706951339962067,0.3544869642285,0.654296875,0.5607303381925322,0.28725302577440914
72,1.0264721382952717,0.12443792676168776,0.436923719263394,0.0026130313538887577,0.34420630207032915,0.6275111607142857,0.5415050469846062,0.28876404301610753
73,1.0264721382952717,0.12380345178028894,0.4425746947142449,0.002590990426382526,0.34638629435060264,0.6319754464285714,0.5446347083091785,0.2901814679263152
74,1.0264721382952717,0.12363480583069816,0.4566862998192109,0.00253565377182366,0.3532457826262154,0.642578125,0.5518347346873355,0.29150484109845015
75,1.0264721382952717,0.13110169425843254,0.4789604397734121,0.002475060173296222,0.3718194442317867,0.6556919642857143,0.5592056704998392,0.2927337336093702
76,1.0264721382952717,0.11519444299122643,0.4966304576804635,0.0023539179096384714,0.3646866307862774,0.6755022321428571,0.5754805619950024,0.2938677471583936
77,1.0264721382952717,0.11160870022243925,0.47611036967669074,0.0024192189160074334,0.35087349451878835,0.662109375,0.5672447930795639,0.294906514196393
78,1.0264721382952717,0.11737572321816095,0.4866068871547941,0.0024032544502725264,0.3618807940206943,0.6671316964285714,0.5694929931239738,0.2958496980449235
79,1.0264721382952717,0.12632783677842882,0.4454620503208673,0.002585318964575663,0.3503515214211503,0.6330915178571429,0.5449156179707624,0.29669699300534447
80,1.0264721382952717,0.11045099409799729,0.473209953862907,0.002427372573534722,0.3482696573162181,0.6604352678571429,0.5663404023830108,0.2974481244579006
81,1.0264721382952717,0.1291355266268291,0.4440865017649423,0.0025979123442490624,0.35247773368142477,0.630859375,0.5428858382422291,0.2981028489507302
82,1.0264721382952717,0.1209802488296751,0.4374469608052414,0.0025982485140222406,0.3410028534893069,0.6294642857142857,0.5434874383288162,0.2986609542787708
83,1.0264721382952717,0.12509398203047495,0.48178601290800854,0.002444129867422172,0.3672090534181903,0.6604352678571429,0.5635781299001313,0.299122259552538
84,1.0264721382952717,0.11182108803400917,0.4824006008025786,0.002397323135391206,0.35422005000299406,0.6665736607142857,0.570184222844775,0.299486615256754
85,1.0264721382952717,0.12559112791031127,0.4763277711825748,0.0024723746402120837,0.3649912008217047,0.6559709821428571,0.5603934901240665,0.29975390329880763
86,1.0264721382952717,0.1168970695374504,0.45764201031473767,0.0025088550766022726,0.3469725022331204,0.6462053571428571,0.5555877821708131,0.29992403704702975
87,1.0264721382952717,0.10876616947234623,0.4780479115819816,0.002403691775524182,0.34899197115109915,0.6646205357142857,0.5694431015002114,0.29999696135877174
88,1.0264721382952717,0.12466252160450768,0.4715581557354788,0.0024788512856181062,0.3616810251150561,0.6531808035714286,0.5587996877548385,0.29997265259827793
89,1.0264721382952717,0.11474074832976809,0.4972051686979889,0.0023504034342994922,0.3645185343959123,0.6760602678571429,0.5758980419236611,0.2998511186443464
90,1.0264721382952717,0.1382947237529452,0.44146151131959316,0.0026367781573957286,0.3603438684914396,0.6247209821428571,0.5369245537139652,0.2996323988877751
91,1.0264721382952717,0.12015176924448166,0.4808339337910186,0.0024332232010537986,0.36178534774051785,0.6618303571428571,0.5654482201403687,0.29931656421859515
92,1.0264721382952717,0.12528511652870786,0.47857994790022373,0.0024594875921160443,0.36580483427487775,0.6579241071428571,0.5618112891285255,0.29890371700309404
93,1.0264721382952717,0.12111725095718627,0.4681240129844481,0.002485359291961021,0.35642193709539083,0.6520647321428571,0.5587112008609515,0.29839399105063746
94,1.0264721382952717,0.12782806638687377,0.43298616587427646,0.0026394033381696917,0.3456408509930968,0.623046875,0.5377775486602118,0.2977875515703
95,1.0264721382952717,0.1174553958953373,0.4311879455118574,0.002614954804866872,0.3343568460536994,0.6261160714285714,0.5418448535816031,0.29708459511731855
96,1.0264721382952717,0.11950545053633432,0.47663937902251163,0.002446414019594867,0.3590483470573876,0.6590401785714286,0.5637166928596071,0.29628534952938607
97,1.0264721382952717,0.12409137059771826,0.4709076948174337,0.002482152135350511,0.3607862940741104,0.6529017857142857,0.5587234265199605,0.2953900738528063
98,1.0264721382952717,0.11673165699792287,0.4639185475933255,0.002484234573221574,0.3499330480811964,0.6509486607142857,0.5588104294803327,0.29439905825853346
99,1.0264721382952717,0.11981342376224578,0.47173210612182404,0.0024631519254088258,0.3569110527858622,0.6554129464285714,0.5612372912770994,0.2933126239481238
100,1.0264721382952717,0.12281791565910218,0.44316535710705024,0.002586332590432888,0.34569376050784373,0.6328125,0.5453572934035253,0.29213112304962996
101,1.0264721382952717,0.11345421442909845,0.4424180724262543,0.002554601826884585,0.33594055155566793,0.6364397321428571,0.5496352141781902,0.29085493850347127
102,1.0264721382952717,0.12211670164078,0.45746795817917574,0.0025307633393859014,0.3521160624000608,0.6436941964285714,0.5528666882020147,0.28948448393831794
103,1.0264721382952717,0.11804714626736112,0.5026541492550204,0.0023440873336676685,0.37054626456170514,0.6785714285714286,0.5769572285580346,0.28802020353702806
104,1.0264721382952717,0.119590572781033,0.48160446283625075,0.0024273631598419674,0.3616064857790794,0.6626674107142857,0.5661176769467201,0.2864625718926821
105,1.0264721382952717,0.11006930638873387,0.48221203935492263,0.002392886812427942,0.35237176947240917,0.6671316964285714,0.5708837241420468,0.2848120938547609
106,1.0264721382952717,0.11324596828884549,0.4948876236977042,0.002357927039481201,0.3618687436574382,0.6749441964285714,0.5754708780002559,0.28306930436551714
107,1.0264721382952717,0.11498826768663195,0.5024365183069116,0.0023350526678632333,0.3673740531740194,0.6796875,0.578296647697397,0.2812347682865931
108,1.0264721382952717,0.10888093736436631,0.49307206047056756,0.0023475545776958096,0.356590744888498,0.6755022321428571,0.5766652963015911,0.2793090802159417
109,1.0264721382952717,0.10311111692398314,0.5589014577652398,0.002090923959357509,0.3836073077862818,0.7243303571428571,0.6096016430439292,0.27729286429510897
110,1.0264721382952717,0.12386648511129712,0.5327706535052141,0.002256897160004938,0.39138026044390667,0.6975446428571429,0.588367957195091,0.27518677400694136
111,1.026730977180674,0.12278594486297123,0.503909790324663,0.002354549469332509,0.375918114759969,0.6774553571428571,0.5753078105563946,0.27299149196378353
112,1.026730977180674,0.1167167251829117,0.5334385379974639,0.0022321427268806476,0.384552065545084,0.7008928571428571,0.5918840701516928,0.2707077296862338
113,1.026730977180674,0.11296582418774802,0.5254343506837668,0.0022432881301083793,0.37680464359468563,0.6969866071428571,0.5900602966293035,0.26833622737253127
114,1.026730977180674,0.1160404338533916,0.5112179452334175,0.002306202909950467,0.3728025079250755,0.685546875,0.581973421947117,0.26587775365864713
115,1.026730977180674,0.12331480722578744,0.5187784823636199,0.0023064748931694253,0.3838572858541821,0.6877790178571429,0.5820276320599657,0.26333310536915966
116,1.026730977180674,0.10995620969742063,0.5434937277170586,0.0021676858419330987,0.3827869164769165,0.7109375,0.599699518027724,0.26070310725899254
117,1.026730977180674,0.10502972799634176,0.5083684734877617,0.0022784958674194086,0.36035321267393233,0.6880580357142857,0.5856499867905952,0.2579886117461003
118,1.026730977180674,0.11057702442956349,0.5274379009210578,0.0022315999027567486,0.3754117748414708,0.69921875,0.5919515384392756,0.25519049863518894
119,1.026730977180674,0.10266276283869669,0.506661373378921,0.0022755980240424553,0.3571312485401784,0.6877790178571429,0.5858842066375498,0.2523096748325581
120,1.026730977180674,0.10277335272894965,0.5439775276170324,0.002143703234790875,0.3758339681548613,0.7140066964285714,0.6029946822404462,0.24934707405216178
121,1.026730977180674,0.11205807156032986,0.5463633562118095,0.002166821284638945,0.3863231603085541,0.7120535714285714,0.6000472524862074,0.24630365651297786
122,1.026730977180674,0.10678245423332093,0.5545458980411387,0.002119612709693528,0.3851152096087371,0.7198660714285714,0.606078733027623,0.24318040862778934
123,1.026730977180674,0.10883959331209699,0.5212593222629446,0.002246738484174483,0.3705926236856565,0.6955915178571429,0.5898960225473081,0.23997834268347323
124,1.0359963190528085,0.11371292356460815,0.5314244288631014,0.002225224138695185,0.38053775006550644,0.7008928571428571,0.5924801356989141,0.23669849651290592
125,1.0359963190528085,0.11011610000852554,0.5723004996908736,0.0020704395072238015,0.39730156960757423,0.7307477678571429,0.6124636385872071,0.23334193315858692
126,1.0359963190528085,0.10257008386036705,0.6110863036852511,0.0019114154436330093,0.4090689434248091,0.7600446428571429,0.6323892302478152,0.22990974052809213
127,1.0359963190528085,0.11196063329303076,0.5776649057869321,0.002056649424743139,0.40182141089886836,0.7338169642857143,0.6141144460740834,0.22640303104146925
128,1.0359963190528085,0.11474808708069817,0.5491885354298309,0.0021666184367589623,0.3904256640139931,0.712890625,0.6000829980051817,0.2228229412706863
129,1.0359963190528085,0.10910593184213788,0.5736094755245499,0.00206019120650094,0.3969407652076633,0.7321428571428571,0.6135221646171931,0.21917063157125402
130,1.038081179207972,0.10648490784660218,0.5868781375011118,0.0020064116079811073,0.40092718240114866,0.7421875,0.620368233649886,0.2154472857061385
131,1.038081179207972,0.10368019709511408,0.5771097935556491,0.002030462554764639,0.393250325150321,0.7366071428571429,0.6173879839612921,0.211654110462088
132,1.038081179207972,0.11338489593021452,0.5717035332006234,0.002084073633076525,0.40027869934706445,0.7290736607142857,0.6108394109164037,0.20779233525849677
133,1.038081179207972,0.10329204256572422,0.6164770909246308,0.0018961022734113606,0.4124786391647453,0.7633928571428571,0.6343759775360072,0.2038632117489336
134,1.038081179207972,0.11651214841812377,0.609579433137578,0.0019646166450590086,0.42228417330944223,0.7536272321428571,0.6257774793221725,0.19986801341546426
135,1.0388240059560216,0.10304328797355532,0.6051151604190538,0.0019329144772244956,0.4065673254216945,0.755859375,0.6296713146471973,0.19580803515589815
136,1.0388240059560216,0.10618151225740946,0.6531035096542737,0.0017867798842396004,0.4336266570266661,0.7865513392857143,0.6482688458957467,0.1916845928640951
137,1.0388240059560216,0.10900406125992061,0.6339537327247349,0.0018589300880950744,0.4269103926663356,0.7728794642857143,0.6393154397773954,0.1874990230034659
138,1.0388240059560216,0.09919244191003225,0.6303404730887088,0.0018378775877873003,0.4152816172482803,0.7739955357142857,0.6416319150158926,0.18325268217380686
139,1.0388941242445695,0.09773639012896827,0.6093782272583133,0.001901633119877396,0.4033763203180636,0.7606026785714286,0.6335459222340825,0.17894694667160665
140,1.046169999576933,0.10800203111436632,0.637130329291778,0.0018440170026935258,0.4274892042616021,0.775390625,0.6410484181685133,0.174583212043971
141,1.046169999576933,0.1088284398639013,0.6747168550073616,0.0017275722627165936,0.44705065349894035,0.7996651785714286,0.6558720163792637,0.1701628926363066
142,1.046169999576933,0.1053240773034474,0.6564864816581869,0.0017733560872103026,0.434453996176146,0.7890625,0.6499710888454021,0.16568742113391213
143,1.0458205405505674,0.10479717678493923,0.672254935432843,0.00172259156383391,0.44178594028327767,0.7993861607142857,0.6562857782109761,0.16115824809762644
144,1.0458205405505674,0.10930516803075396,0.6629469252422381,0.0017662959358369847,0.4416617786197915,0.7918526785714286,0.6510059441741097,0.1565768414936816
145,1.0458205405505674,0.10518031771220857,0.6534550896059216,0.001782611002322284,0.43279916801633045,0.787109375,0.648749211105836,0.1519446862179155
146,1.0458205405505674,0.10164707244388639,0.6675001673839432,0.0017271212066494912,0.43626071673918276,0.7974330357142857,0.6556454370347657,0.14726328361449653
147,1.0458205405505674,0.10379274882967511,0.6428897933201961,0.0018119384555126319,0.4261436147175295,0.7806919642857143,0.6450598199496357,0.14253415098931832
148,1.046687115317493,0.10591277591765873,0.7065120495540372,0.0016221205851448893,0.4599798609872498,0.8208705357142857,0.6691170671655821,0.13775882111821985
149,1.0472895330501437,0.10459637838696675,0.686406734951698,0.0016781858970265917,0.44863883881132904,0.80859375,0.6619616734250094,0.13293884175019252
150,1.0472895330501437,0.10316880967881943,0.7104711043790944,0.0016021361223953502,0.4592054299295643,0.82421875,0.6714914802978514,0.128075775105733
151,1.051776763547911,0.10360833546471973,0.7097439450459311,0.0016051739800231855,0.4592828949776968,0.8236607142857143,0.6711384159329071,0.12317119737050743
152,1.054194839476972,0.10770150563073536,0.6919643736978404,0.0016709919561877181,0.4545191884577494,0.8111049107142857,0.6629852547699383,0.11822669818448778
153,1.054194839476972,0.11097306266663565,0.760778081600656,0.0014804401566649267,0.4921023235452961,0.8529575892857143,0.6872607783150898,0.11324388012672763
154,1.0541899938180532,0.11006999666728669,0.7435249450595963,0.0015267457270643056,0.482595842060617,0.8426339285714286,0.6813522486802643,0.108224358195946
155,1.0539565206155943,0.11282562498062375,0.7672298946025727,0.0014681219156926122,0.4971746332397564,0.8563058035714286,0.6889117123782579,0.1031697592870826
156,1.0539565206155943,0.10512364220997641,0.7600105148802601,0.0014674841970399096,0.48586264174862637,0.8540736607142857,0.6886333148140421,0.09808172166400078
157,1.0539565206155943,0.11443499126131572,0.7950665642086727,0.0013981603807947853,0.5126673535560494,0.8724888392857143,0.6979020374159611,0.09296189442850288
158,1.0540798568127143,0.11205298529730902,0.7728336024325871,0.0014504399771848003,0.49919500650219495,0.8599330357142857,0.6911197592480539,0.08781193698583485
159,1.0540798568127143,0.11241436428493924,0.7949856244923835,0.0013924685054129545,0.5106034107838375,0.873046875,0.6985256871103751,0.08263351850685022
160,1.0540798568127143,0.11711559719509547,0.8220062026193704,0.0013361469902406283,0.528786771999901,0.8875558035714286,0.7059753730160339,0.07742831738700921
161,1.0540798568127143,0.11766829233320932,0.8380577899202024,0.001296881418075707,0.5373456280023484,0.8967633928571429,0.7110349907193639,0.07219802070238832
162,1.0540798568127143,0.12163623143756201,0.8485049440840419,0.0012806156216519557,0.5465290112904089,0.9017857142857143,0.7133251598544523,0.06694432366287557
163,1.0540798568127143,0.11396651010664681,0.7783787511425166,0.0014406222231188926,0.5038761967894646,0.8627232142857143,0.6924711266917443,0.061668929062731
164,1.0540798568127143,0.11568824646964905,0.8125414510507961,0.0013551969792294886,0.5226365704846618,0.8825334821428571,0.7034415167727565,0.05637354672868692
165,1.052738669674757,0.1182047840905568,0.8320651475710059,0.0013133564964358008,0.5348940361242777,0.8931361607142857,0.7089517367114245,0.05105989296577092
166,1.053467591627077,0.11790207877991692,0.826152857822267,0.0013273534912967996,0.5316421844366988,0.8897879464285714,0.7071422293883305,0.04572969000102752
167,1.053467591627077,0.11447702559213788,0.8269973786302779,0.00131655693610705,0.5286339933753303,0.8911830357142857,0.7083495761061905,0.04038466542532191
168,1.0541439303679758,0.11520828489273315,0.8410912518550282,0.0012848952064762392,0.5363963584234853,0.8989955357142857,0.7124815603767267,0.035026551633402986
169,1.0541439303679758,0.1220316883874318,0.8512389626403468,0.0012757026159143103,0.5482890210155624,0.9031808035714286,0.7139923926863373,0.029657085262412217
170,1.0541439303679758,0.12481027754526289,0.8726377540779569,0.0012314439530582981,0.5617448765607704,0.9146205357142857,0.719859063856812,0.02427800662901544
171,1.0541439303679758,0.12080811515687004,0.8659743143364367,0.0012378746664299996,0.5544142096583033,0.9118303571428571,0.7188222377743506,0.018891059165342367
172,1.0541439303679758,0.12620166112506198,0.8973571889836912,0.0011787336739017215,0.5754696224538585,0.9280133928571429,0.7268019665961891,0.013497988853917519
173,1.0541439303679758,0.12151310754200768,0.8738508887267445,0.0012219159660776413,0.5590495098884188,0.916015625,0.7209447466306254,0.008100543661762657
174,1.0541439303679758,0.13235832819862972,0.9374797134741508,0.0011061978435503534,0.6016512838574803,0.9483816964285714,0.73667271698033,0.002700472973857953
175,1.0541439303679758,0.12950511629619293,0.9233423808476403,0.0011298641742923355,0.5917412388071592,0.94140625,0.7333974334955381,-0.002700472973857746
176,1.0541439303679758,0.13127575344509548,0.9330367557576995,0.0011140426245571412,0.5983511526362238,0.9461495535714286,0.7356006438719938,-0.00810054366176245
177,1.0541439303679758,0.13402782137431793,0.9290782811067385,0.001125765200890334,0.5991298445281323,0.9436383928571429,0.7341353780394583,-0.013497988853917444
178,1.0541439303679758,0.13562476264105902,0.9435039841662833,0.0011004097804121447,0.6079269596144068,0.9508928571428571,0.7376078387350768,-0.01889105916534243
179,1.0541439303679758,0.13788992987738713,0.9542827470167761,0.0010824445341825778,0.6155725256528665,0.9561941964285714,0.7400954492139036,-0.024278006629015372
180,1.0541439303679758,0.13469608367435512,0.95269937931647,0.0010805128027173716,0.6115860297339488,0.9559151785714286,0.7402212301872977,-0.029657085262412272
181,1.0541439303679758,0.1322960214766245,0.9401812550699716,0.0011011152497284388,0.6029372066364745,0.9497767857142857,0.7373590785140708,-0.035026551633402916
182,1.0541439303679758,0.13700869847857763,0.9670459981578745,0.0010574440417051903,0.6210604195783674,0.962890625,0.7434431928304358,-0.04038466542532183
183,1.0541439303679758,0.13445357791961182,0.9500225288211285,0.0010856897154902314,0.6100076871879212,0.9545200892857143,0.7395267378541444,-0.045729690001027584
184,1.0541439303679758,0.13541095794193328,0.9512765274875832,0.0010841186186746161,0.6115912809950622,0.955078125,0.7397598695154449,-0.051059892965770716
185,1.0541439303679758,0.1351646738203745,0.9626314919439494,0.0010627833166678424,0.6170118114506831,0.9609375,0.742640849711547,-0.05637354672868671
186,1.0541439303679758,0.13658424982948905,0.9651559183986024,0.00105972792829829,0.6196920729929394,0.9620535714285714,0.7430996264129927,-0.061668929062730665
187,1.0541439303679758,0.13800110105484248,0.9705823142433421,0.0010521838786262875,0.6238183501158266,0.9645647321428571,0.7441918517689717,-0.06694432366287564
188,1.0541439303679758,0.1416999768453931,0.9892922208877187,0.0010236181937342307,0.6368578963861196,0.9734933035714286,0.748229952586212,-0.07219802070238825
