epoch,alpha,task_loss,cons_loss,coh_loss,total_loss,mean_s,mean_mu
27,1.0040514150956419,0.1378142222222222,0.9361791792472157,0.0014021322344464889,0.6066048779630533,0.948,0.7361926614457212
28,1.0040514150956419,0.14100355555555558,0.9217021163083271,0.0014427584387009945,0.6025759929290696,0.94,0.7319928027622694
29,1.0040514150956419,0.1283702222222222,0.8750286932595347,0.0015416272933713344,0.5666553824986752,0.9169999999999999,0.7211818153243947
30,1.0045380114436642,0.14430355555555555,0.955300935539943,0.0013665742635701817,0.6226373104573122,0.957,0.7402018832312991
31,1.0045380114436642,0.13168488888888888,0.9097289752746516,0.0014576729781334372,0.5872782130152814,0.9349999999999999,0.7301068338054255
32,1.0090046171668445,0.13772755555555555,0.9037515134146934,0.0014825541117131195,0.5903445893187589,0.9309999999999999,0.7276843547054036
33,1.0020511781750234,0.12742355555555554,0.8746679374013598,0.0015402286439938576,0.5655276385782324,0.9169999999999999,0.7212809875392546
34,1.0020511781750234,0.14267422222222223,0.9588083516981573,0.0013560309503644714,0.6227564135464831,0.959,0.7412788794415346
35,1.0010010143245207,0.13306222222222222,0.9195564095142312,0.0014350289328230077,0.5935579414457494,0.94,0.7325378334673603
36,1.0010010143245207,0.13857288888888886,0.9421633184653296,0.0013888576358305309,0.610348976939469,0.951,0.7376291204166227
37,1.0010010143245207,0.13777822222222222,0.9380854914101232,0.0013973837418475136,0.6075196597982075,0.949,0.7366942761717034
38,1.0010010143245207,0.1434768888888889,0.947278426779919,0.001384058923653406,0.6178081317406752,0.953,0.7383014595961818
39,1.0010010143245207,0.1422168888888889,0.9488812226645131,0.0013782571374003202,0.6173466287898457,0.954,0.738877400320056
40,1.0010010143245207,0.13560622222222218,0.920276647632422,0.0014376750660651102,0.5964633835714657,0.94,0.7323514411573121
41,1.0011677168934685,0.14226888888888886,0.9469986712626194,0.0013830703385419917,0.6164597596894695,0.953,0.7383711958740542
42,1.0123075694856838,0.13821555555555554,0.9460335616434327,0.001379625272972537,0.6119221490137581,0.953,0.7386138328741246
43,1.023038942131344,0.1377048888888889,0.9130563867586694,0.0014579409797255735,0.5949620527580864,0.9359999999999999,0.7302546522634852
44,1.0264589841720937,0.14419022222222222,0.9731588739970952,0.0013265887235599132,0.6314329535825498,0.966,0.7445232807891915
45,1.0264589841720937,0.1389742222222222,0.9442056663127504,0.0013846245116513427,0.611769367634423,0.952,0.7380945103291287
46,1.022665002843393,0.13624088888888888,0.9241466358392427,0.001428353015841516,0.599028383316431,0.942,0.7333424483624604
47,1.023688149958855,0.1447688888888889,0.9652377152531533,0.0013443920030466884,0.6280599425169888,0.962,0.7426002924026475
48,1.023688149958855,0.14430355555555555,0.9592053618080958,0.0013574464790790282,0.624584959699143,0.959,0.7411792053441737
49,1.023912664949538,0.14387022222222223,0.9571199739855735,0.0013615270645704215,0.6231109727472941,0.958,0.7407245514952242
50,1.023912664949538,0.1355142222222222,0.9182101127596034,0.0014417539686634997,0.5953401555863557,0.939,0.7318968867242315
51,1.023912664949538,0.13577555555555554,0.9337320332206824,0.0014048963207993366,0.6033440203262964,0.947,0.7358306638029606
52,1.0236622873287382,0.1403102222222222,0.9563644940529056,0.0013588743840140898,0.619171906440682,0.958,0.7409115553484005
53,1.0236622873287382,0.1503488888888889,0.996634831814136,0.0012835125190779702,0.6493080610554959,0.977,0.7493964041981164
54,1.0236622873287382,0.14691155555555555,0.971733556855807,0.0013329713268820942,0.6334448196469001,0.965,0.7439062776312328
55,1.0236622873287382,0.15000755555555556,0.9966237372735918,0.0012834765958131074,0.648961162490258,0.977,0.7493989635044852
56,1.0236622873287382,0.14439555555555555,0.9534690117293743,0.0013715946567973115,0.6218158587486413,0.956,0.7396811535833995
57,1.0290379936201075,0.1447702222222222,0.9875944329407975,0.0012974576404554891,0.6392161675128487,0.973,0.7477458355823317
58,1.0296822085500579,0.14435955555555555,0.9592785059100218,0.0013577255191625079,0.6246776712701477,0.959,0.7411596462444989
59,1.0296822085500579,0.14126888888888886,0.962609116213052,0.0013465995937831463,0.6232467467923064,0.961,0.7422779109547916
60,1.0296822085500579,0.15192222222222224,0.996962100312952,0.0012846284231877224,0.6510455865902921,0.977,0.7493175236533949
61,1.030801143688421,0.14387022222222223,0.9532155477174207,0.001370654849061575,0.6211633235054634,0.956,0.7397472293823496
62,1.030801143688421,0.15026755555555554,1.0028255665647643,0.0012710474545966387,0.6523158625652361,0.98,0.7507761504724313
63,1.030801143688421,0.1489302222222222,1.0047682072730002,0.0012664892446672925,0.6519475704810559,0.981,0.7512646430334997
64,1.030801143688421,0.14181955555555556,0.9527023551953928,0.0013688090254244452,0.6188551376659642,0.956,0.7398771774746167
65,1.030801143688421,0.14643688888888887,0.9836960226429895,0.0013065513055299175,0.6389381758631486,0.971,0.7467706568060661
66,1.030801143688421,0.14633688888888888,0.9816121721804946,0.0013106217958001431,0.6377982858770362,0.97,0.746316574614235
67,1.030801143688421,0.14787822222222222,0.9818937707486303,0.0013116020382768784,0.6394809086156757,0.97,0.7462474591976463
68,1.030801143688421,0.15246622222222223,1.009398749415019,0.00125988059873261,0.657795537229098,0.983,0.7520640965804963
69,1.030801143688421,0.14606488888888888,0.9695388306078847,0.0013366813965101328,0.6315026448910863,0.964,0.7434778280698369
70,1.030801143688421,0.15133555555555556,1.0009691568670436,0.0012759102307392245,0.6524580891044469,0.979,0.75026623326041
71,1.030801143688421,0.14561555555555555,0.9674317735509761,0.0013406865827989155,0.6300017856224431,0.963,0.743028488725199
72,1.030801143688421,0.14821555555555554,0.979949590843686,0.0013161698847835492,0.6388484359197903,0.969,0.7457584026657977
73,1.030801143688421,0.15457155555555557,1.020197314429219,0.0012407381357253256,0.6652905818380277,0.988,0.7542482269151433
74,1.030801143688421,0.1450662222222222,0.9554324384158223,0.0013670168096883352,0.6234659498349775,0.957,0.7401705507529823
75,1.0364016263620208,0.1506462222222222,0.9946368639440752,0.0012878896163144064,0.6486085990024171,0.976,0.7489207723035204
76,1.0364016263620208,0.1513808888888889,0.9927797567160811,0.001292756298944315,0.6484171453964016,0.975,0.7484106079200102
77,1.0364016263620208,0.14894488888888888,0.9902363415382957,0.0012952736485805473,0.6447106964823269,0.974,0.7480664420651228
78,1.0364016263620208,0.14999155555555554,0.9966017701746462,0.001283403123965151,0.6489341422048612,0.977,0.7494041678293464
79,1.0364016263620208,0.15017288888888886,0.9924971167473967,0.001291782876319487,0.647067338700747,0.975,0.7484793363906248
80,1.0364016263620208,0.14844355555555555,0.9861090525349833,0.0013035844475600175,0.6421498740468272,0.972,0.747146563907048
81,1.0377579285672631,0.14681288888888888,0.9920052819907066,0.0012901147253710668,0.6434605872469277,0.975,0.7485973182150271
82,1.0377579285672631,0.14958622222222223,0.9965039236300519,0.001283066013356522,0.6484797170439265,0.977,0.7494279588500098
83,1.0377579285672631,0.15482755555555555,1.0244440690432297,0.0012328400104287365,0.6676660100823848,0.99,0.7551389838128189
84,1.0391560945462208,0.14484088888888888,0.9692369066148304,0.0013356184594670421,0.6301271514260376,0.964,0.7435527309108447
85,1.0391560945462208,0.1492502222222222,0.9882489727421185,0.0012996899631367777,0.6440245535748499,0.973,0.7475880658011174
86,1.0391560945462208,0.1477822222222222,0.9778624643177863,0.0013202611586254833,0.6373735849604281,0.968,0.7453031152988813
87,1.0391560945462208,0.14720755555555554,0.9838373557957947,0.001307038072138056,0.6397797524895219,0.971,0.7467362948690887
88,1.0391560945462208,0.14506488888888888,0.9773422109720702,0.001318454617115289,0.6343952216834816,0.968,0.7454305605637527
89,1.0391560945462208,0.14219688888888887,0.94690447870535,0.0013827127565365818,0.6163404846198322,0.953,0.7383962847185467
90,1.0391560945462208,0.14991288888888887,0.9823921062549805,0.0013133344818055815,0.6417656092572819,0.97,0.7461252416503216
91,1.0391560945462208,0.14391422222222222,0.9552244851062097,0.0013663142770218954,0.622209621913838,0.957,0.7402202594440834
92,1.0391560945462208,0.1421568888888889,0.9468535980322001,0.0013825053922755005,0.6162749406011268,0.953,0.7384107476724814
93,1.039384312635555,0.1441982222222222,0.9731694739447256,0.001326628115467757,0.631446273252319,0.966,0.7445205334772462
94,1.0391680711434639,0.13697155555555554,0.9281420605387282,0.0014195024067714778,0.6017523370283053,0.944,0.7343000521391612
95,1.0394577672405116,0.14491688888888887,0.9712892321746835,0.0013314283791676608,0.6312272191658145,0.965,0.7440151500830525
96,1.0394577672405116,0.14108888888888887,0.952610757090177,0.0013685361978423346,0.6180785355328986,0.956,0.7398966677955826
97,1.0397670664661662,0.1447768888888889,0.9652480925507503,0.0013444329403699648,0.6280731516344491,0.962,0.7425974607496705
98,1.0397670664661662,0.1426262222222222,0.9470318069760018,0.001383179199501777,0.616833715309974,0.953,0.7383634606813881
99,1.0397670664661662,0.14183955555555552,0.9507757692601204,0.0013734761110856426,0.6179141782411586,0.955,0.7393813420240873
100,1.0397670664661662,0.14683955555555556,0.9716377721782817,0.0013326218256570939,0.633324752557525,0.965,0.7439308151696106
